player_name,country,years_active,matches,innings,not_outs,runs,high_score,batting_average,hundreds,fifties,ducks,batting_strike_rate,balls_faced,boundary_%,sixes_hit,fours_hit,consistency_score,player_impact_score,man_of_the_match_awards,catches_taken,stumpings,run_outs,matches_won_contribution_(%),bowling_wickets,bowling_average,bowling_economy_rate,bowling_strike_rate,best_bowling_figures,overs_bowled,five-wicket_hauls,ten-wicket_hauls
LS Baker (WI),India,2007-2024,17,10,8,36,17,9.00,0,0,15,74.17,15440,22.38,452,572,84.39,70.99,21,14,23,6,65.02,423,20.19,5.41,43.97,2/19,2559,39,1
A Bohara (NEP),West Indies,2012-2022,64,19,26,36,12,5.14,0,0,12,110.36,15214,39.85,265,1664,52.57,75.07,14,60,28,16,63.58,376,18.1,4.38,18.54,2/47,1401,39,6
EW Clark (ENG),New Zealand,1990-2024,8,9,40,36,10,9.00,0,0,4,123.33,4767,39.35,262,1196,68.18,85.85,12,284,31,6,25.73,124,47.88,8.25,58.23,1/39,1873,23,1
WL Cornford (ENG),Pakistan,1980-2022,4,4,8,36,18,9.00,0,0,0,68.22,13521,42.5,284,107,58.85,67.5,25,19,1,26,67.84,508,25.68,7.26,37.16,5/27,4970,45,5
J Dunn (VAN),Pakistan,1982-2021,4,3,20,36,23,12.00,0,0,19,140.61,18334,45.46,447,416,52.79,90.7,10,15,16,16,44.25,15,38.31,8.39,39.66,2/30,135,36,6
AM Ghazanfar (AFG),West Indies,2009-2022,5,2,21,36,31*,36.00,0,0,12,107.36,5786,36.16,37,1095,93.33,76.51,18,254,46,82,29.13,581,49.05,7.45,43.4,1/48,4311,15,5
EM Grace (ENG),Afghanistan,1984-2024,1,2,24,36,36,18.00,0,0,9,103.77,13666,66.81,190,150,52.6,78.95,46,154,23,22,63.28,128,10.31,6.39,49.33,2/42,581,19,8
PW Gunaratne (SL),West Indies,1991-2023,23,8,19,36,15*,7.20,0,0,2,117.13,622,34.25,257,1255,63.59,50.88,18,115,36,44,82.38,394,25.53,7.01,39.74,7/41,1893,48,3
Imran Arif (KSA),England,2004-2023,4,4,35,36,22,9.00,0,0,13,63.82,19516,68.92,62,55,78.13,85.93,27,181,7,6,55.11,240,18.49,8.92,31.59,2/11,4468,35,2
Asif Iqbal (SKOR),England,1986-2022,3,3,6,36,21*,18.00,0,0,1,111.76,627,43.5,107,241,63.39,78.35,5,226,0,31,25.74,36,42.13,5.34,27.39,6/15,640,27,3
RJ Kirtley (ENG),West Indies,1981-2021,16,10,21,36,12,4.50,0,0,9,68.5,5867,36.61,382,1690,59.93,94.0,30,97,23,73,25.2,311,31.49,3.26,23.86,6/24,2821,45,5
LD Madushanka (SL),Pakistan,2017-2024,7,7,27,36,20,6.00,0,0,10,125.79,7996,45.52,248,1395,65.11,63.53,30,280,25,12,23.48,169,15.93,5.9,26.34,1/26,1519,1,8
B Maphosa (BOT),Bangladesh,2010-2022,10,5,15,36,18,18.00,0,0,6,109.86,5181,48.32,50,799,69.86,71.28,38,143,16,19,35.21,380,42.09,5.67,19.11,7/28,1336,15,7
Mirza Baig (PAK),Sri Lanka,1999-2023,3,3,2,36,32*,18.00,0,0,1,80.92,19314,60.73,87,1322,86.26,71.59,26,245,2,2,56.6,218,20.54,7.43,59.52,7/42,3863,9,3
Mohammad Ramzan (PAK),India,2019-2024,1,2,1,36,29,18.00,0,0,13,134.1,17945,38.84,48,1825,51.95,64.01,22,196,11,69,52.2,51,44.49,4.14,46.79,6/11,1857,46,1
Mohsin Hub (Peru),Sri Lanka,1995-2021,4,4,44,36,16*,12.00,0,0,14,81.46,15489,44.14,75,1956,57.22,54.11,44,253,32,38,51.8,304,23.23,8.84,11.85,7/45,206,40,5
G Mylvaganam (UAE),South Africa,2019-2023,3,3,9,36,23,12.00,0,0,6,134.97,8980,21.71,259,1274,52.76,86.46,26,49,7,78,79.0,380,41.27,5.7,37.23,3/32,3111,21,6
Nadeem Khan (PAK),Afghanistan,2014-2022,4,4,9,36,25,12.00,0,0,12,114.09,13676,48.85,451,859,60.47,98.52,32,74,14,98,78.88,410,12.27,6.03,14.7,6/22,4158,15,4
AR Pitcher (BER),Pakistan,2000-2024,4,4,29,36,30,9.00,0,0,18,132.43,6969,53.3,272,787,51.23,85.05,12,225,40,76,54.98,367,41.4,5.14,19.36,3/21,575,43,6
Rahat Ali (CZK-R),Afghanistan,2001-2021,6,5,8,36,17,12.00,0,0,8,108.76,1025,65.32,241,1156,60.04,50.13,43,203,9,71,53.39,137,17.17,8.64,48.27,2/31,1309,26,0
D Sabir (BER),Sri Lanka,1988-2023,14,7,26,36,19*,9.00,0,0,4,75.17,10344,47.97,324,1258,88.15,56.07,21,289,33,50,70.65,163,31.85,8.45,26.36,3/18,1833,0,7
S Shrivastava (OMA),Bangladesh,1984-2024,8,3,37,36,22*,-,0,0,0,123.51,19672,26.59,186,258,70.85,64.03,16,124,26,92,49.76,276,12.06,6.36,48.77,4/25,3179,12,7
JP Stephenson (ENG),Pakistan,2003-2023,1,2,16,36,25,18.00,0,0,12,132.59,11841,31.5,327,931,92.04,92.68,23,117,1,3,33.95,301,45.02,4.33,24.32,4/28,2165,27,5
D Teinaki (COK),England,1997-2021,4,4,44,36,16,9.00,0,0,6,144.26,8989,20.74,97,1233,53.7,50.69,48,36,25,11,44.57,126,10.26,5.52,11.11,7/33,1826,41,6
SP Terry (IRE),India,1996-2021,6,6,37,36,16,6.00,0,0,17,116.12,16670,63.99,82,190,62.33,85.27,4,90,32,5,88.5,301,43.11,5.36,15.7,5/37,4668,29,3
LO Tikolo (KENYA),Australia,2019-2024,3,2,15,36,25*,-,0,0,3,77.6,6197,27.06,93,371,69.53,58.93,31,120,8,84,70.9,358,35.24,7.47,46.63,5/43,1079,24,7
JO Troughton (ENG),Pakistan,1998-2023,6,5,9,36,20,9.00,0,0,13,85.63,3996,66.42,248,1202,52.55,85.02,19,206,45,83,50.6,474,33.37,5.01,16.54,6/30,1688,2,8
JD Unadkat (IND),India,1996-2021,22,5,48,36,14*,12.00,0,0,16,115.79,10822,36.83,494,581,94.13,82.02,19,237,16,42,33.06,54,17.13,4.99,24.05,1/11,764,43,9
Usman Qadir (PAK),Afghanistan,2008-2024,26,9,27,36,18*,9.00,0,0,1,143.12,13266,20.33,455,1897,99.9,90.87,37,152,32,57,76.83,131,11.62,6.87,54.81,7/24,283,23,2
FA Ward (AUS),Pakistan,2009-2024,4,8,18,36,18,6.00,0,0,5,124.76,2905,38.99,19,387,53.89,91.35,31,233,48,91,81.98,537,12.65,4.16,38.32,6/44,1185,48,6
Zakir Khan (PAK),New Zealand,1988-2022,19,7,33,36,11*,36.00,0,0,0,80.25,11727,37.39,17,1313,96.54,63.53,27,84,34,82,22.39,263,19.54,4.87,13.95,3/17,4223,22,9
Ali Khan (USA),India,1987-2021,31,13,36,35,14*,4.37,0,0,2,146.5,19006,22.82,214,1111,81.55,77.57,2,215,34,0,58.22,61,19.52,7.89,58.39,5/11,4339,4,1
Aminul Islam (BAN),Australia,1990-2021,10,7,1,35,9,11.66,0,0,2,126.71,17933,58.7,36,1791,70.88,50.96,17,191,21,13,83.53,425,44.68,7.3,58.57,5/21,2527,8,3
J Angel (AUS),Bangladesh,1999-2021,7,8,34,35,11,5.00,0,0,6,99.38,1222,39.57,130,1993,81.17,60.25,10,261,18,90,33.96,421,37.17,3.6,52.64,2/16,3409,28,1
H Durham (BER),New Zealand,1980-2024,9,7,27,35,11,8.75,0,0,8,70.02,16006,46.67,200,1841,78.74,87.34,43,256,16,11,45.07,8,17.38,6.5,57.89,4/37,3984,46,6
Gagandeep Singh (BUL),South Africa,1980-2022,10,6,42,35,13*,8.75,0,0,15,74.51,13107,62.91,21,1752,95.03,72.01,33,265,38,26,48.49,397,10.78,5.47,16.95,7/49,380,24,2
BD Glover (NED),England,1987-2023,34,13,21,35,18,7.00,0,0,3,60.33,9359,51.61,357,1830,99.92,64.35,8,191,1,86,72.71,497,30.0,6.11,36.36,4/45,281,11,4
DE Hoare (AUS),West Indies,2017-2024,1,2,10,35,35,17.50,0,0,10,149.35,11650,44.83,50,1112,99.46,73.72,3,59,35,35,58.82,314,27.15,7.51,58.28,4/14,2850,1,2
RG Holland (AUS),Australia,1987-2023,13,15,39,35,10,3.18,0,0,10,90.57,1312,54.61,363,615,54.57,71.1,33,88,18,89,33.18,173,11.88,8.33,18.07,5/15,1929,0,1
Ijaz Ahmad Ahmadzai (AFG),Bangladesh,2009-2023,3,3,45,35,16,11.66,0,0,11,128.61,7542,64.52,103,347,57.74,74.56,32,220,10,96,38.65,142,47.0,3.13,39.85,3/16,2594,32,8
Joginder Sharma (IND),New Zealand,1984-2022,8,3,4,35,29*,35.00,0,0,16,82.68,13362,45.69,119,1897,53.3,76.07,30,249,18,45,70.33,232,43.7,9.76,20.17,3/23,3968,0,4
S Kimura (JPN),West Indies,2015-2022,5,5,22,35,14,7.00,0,0,14,78.33,5982,43.63,308,274,59.4,94.69,31,273,1,76,60.7,560,25.11,5.43,38.64,4/10,938,29,8
RR Kulkarni (IND),South Africa,1981-2021,13,7,18,35,15,8.75,0,0,16,123.13,13065,43.07,98,1058,76.49,57.72,44,239,36,39,38.52,420,22.53,6.64,41.73,4/49,2248,0,7
Liaqat Ali (PAK),New Zealand,2011-2022,8,8,0,35,12,7.00,0,0,0,148.97,11687,45.76,203,1638,62.48,83.85,1,34,46,90,40.24,48,18.65,4.84,22.7,1/40,1558,46,8
NV Lindsay (SA),Afghanistan,2010-2022,1,2,8,35,29,17.50,0,0,14,72.98,8873,65.11,449,1625,59.17,91.84,1,186,34,96,52.64,382,45.38,3.58,27.4,4/34,1278,24,7
C McAuslan (HKG),Pakistan,2017-2024,2,2,32,35,27,17.50,0,0,5,111.9,15746,56.16,474,557,59.65,99.51,46,288,4,15,40.12,381,28.48,3.6,47.35,2/40,3580,49,6
Manan Bashir (BUL),Bangladesh,1984-2022,3,3,2,35,22,11.66,0,0,12,63.94,13324,22.49,447,1743,62.96,92.58,0,94,41,36,23.7,146,12.45,5.22,41.88,5/30,1092,42,3
Manoj Adhikari (BHU),Sri Lanka,1995-2024,11,7,41,35,9*,11.66,0,0,2,92.16,9368,59.21,318,1410,75.66,91.15,26,126,47,91,47.58,85,12.9,5.26,30.87,3/15,812,12,7
JC Martin (GUE),Afghanistan,2018-2024,4,3,37,35,19*,35.00,0,0,18,85.13,6239,45.71,28,743,73.35,60.77,23,259,33,28,30.34,118,25.99,9.57,45.11,1/28,2376,27,2
Muhammad Khan (HKG),Bangladesh,1991-2021,6,6,38,35,18,5.83,0,0,8,119.1,1695,33.47,440,175,68.98,59.85,34,58,44,29,51.2,191,38.27,9.42,58.79,6/49,821,3,4
Mustapha Suwareh (GMB),South Africa,1986-2022,11,11,21,35,7,3.18,0,0,12,107.25,18226,63.07,218,694,56.19,86.95,47,213,7,0,54.7,93,14.98,6.09,32.38,5/11,1258,27,7
Nazakat Ali (NOR),England,1993-2021,2,2,19,35,25,17.50,0,0,12,128.74,6874,26.73,31,1151,53.43,77.96,20,74,11,14,24.46,461,12.63,4.61,33.83,1/11,2952,29,0
KT Sandher (CAN),West Indies,2007-2021,15,10,46,35,12,5.83,0,0,11,121.53,6037,43.75,126,1128,84.49,77.35,31,58,24,92,63.09,580,25.65,9.01,44.67,4/21,3770,11,0
Sathya Narayanan (SUI),England,2009-2021,5,5,49,35,25,8.75,0,0,4,81.48,16354,42.58,156,1224,71.99,76.34,28,92,9,8,42.22,15,11.26,7.75,24.36,6/47,4669,19,1
AR Tait (NZ),Sri Lanka,2005-2022,5,5,45,35,13*,11.66,0,0,18,123.1,4879,58.53,87,760,73.87,71.4,12,97,2,31,35.07,503,31.29,9.71,46.92,7/43,4190,27,0
JP Taylor (ENG),Pakistan,2015-2023,3,5,44,35,17*,11.66,0,0,14,67.33,13271,59.66,215,1687,60.31,61.68,44,295,31,87,59.73,37,27.99,4.93,45.06,2/45,1011,25,9
GC Tonge (WI),England,2019-2023,7,6,34,35,23*,11.66,0,0,9,124.66,13785,28.14,176,324,88.25,97.78,21,266,48,21,20.94,225,12.29,3.82,59.87,2/43,1881,31,8
GE Tribe (AUS),West Indies,2003-2021,3,3,7,35,25*,17.50,0,0,1,65.49,8549,67.86,468,859,59.89,60.33,10,95,11,34,81.21,210,11.24,5.69,15.02,6/33,668,1,9
VA Valentine (WI),Pakistan,1989-2023,2,4,23,35,19*,11.66,0,0,5,63.4,9884,51.32,131,1468,68.08,75.91,13,233,21,55,63.75,592,37.38,3.88,27.97,6/37,1487,39,2
MWA van Nierop (NED),Bangladesh,1981-2022,2,2,10,35,31*,35.00,0,0,9,137.57,3777,50.01,393,1717,64.57,72.03,46,204,20,37,80.77,55,46.74,3.74,10.42,3/45,4385,25,7
Waqas Haider (SWE),England,2006-2024,3,3,16,35,19,17.50,0,0,9,113.94,7521,58.4,72,1171,66.23,95.65,12,105,5,66,62.74,592,35.32,7.37,10.43,1/34,3417,22,1
Zong Yuechao (CHN),England,2019-2024,8,7,18,35,19*,7.00,0,0,17,117.78,8051,38.53,449,412,75.33,90.13,17,131,16,70,21.46,270,17.34,8.26,15.18,6/49,4599,16,7
RP Alexander (USA),Pakistan,2019-2024,2,2,39,34,26,17.00,0,0,11,147.47,9093,53.57,473,1383,73.13,72.4,28,172,28,78,31.27,361,38.38,6.82,43.46,7/41,1110,3,0
Amir Hayat (UAE),Australia,2017-2022,13,8,9,34,24*,6.80,0,0,16,73.89,15960,30.26,71,185,97.56,56.46,49,243,33,86,55.13,565,17.54,9.14,25.31,2/46,1353,4,6
A Andrews (SUI),Pakistan,2000-2021,7,4,46,34,30*,17.00,0,0,2,86.19,19117,42.33,195,1165,58.28,67.04,41,157,22,8,36.37,28,22.49,4.71,34.15,3/37,516,43,6
J Arnold (ENG),New Zealand,2019-2024,1,2,9,34,34,17.00,0,0,18,96.1,19618,34.19,294,298,50.73,79.41,22,156,41,70,76.7,375,29.81,8.04,20.61,3/24,4091,49,0
ID Austin (ENG),India,2017-2022,9,6,5,34,11*,6.80,0,0,14,143.2,12508,36.42,190,1892,81.69,85.06,13,48,5,54,27.87,17,46.35,5.46,16.72,6/46,3249,7,9
AR Balla (CAM),Afghanistan,1984-2021,16,15,35,34,7,2.83,0,0,2,65.79,13541,36.84,228,793,92.62,93.3,37,264,36,93,48.06,246,30.67,7.37,16.48,4/48,1747,11,4
PH Carlson (AUS),New Zealand,1981-2021,6,6,45,34,21,5.66,0,0,1,88.34,14004,54.14,312,362,99.91,86.54,44,220,15,28,73.66,91,41.25,7.69,27.67,4/25,4401,6,9
J Dzulfikar (INA),England,1994-2023,5,5,42,34,25,6.80,0,0,13,73.49,3240,49.37,86,1129,66.48,81.6,46,136,13,40,87.62,356,36.59,9.62,34.45,7/21,4528,9,6
MG Grell (WI),Bangladesh,1994-2022,1,2,38,34,21,17.00,0,0,7,123.9,9180,60.45,172,238,79.61,51.6,17,175,10,88,40.34,184,45.91,6.22,19.54,6/27,4910,33,6
RNS Hobbs (ENG),South Africa,1983-2021,7,8,45,34,15*,6.80,0,0,17,75.51,15141,28.54,37,1216,89.3,80.19,7,281,24,38,52.45,557,46.01,7.33,15.31,7/15,3825,47,8
T Horpinitch (SEY),Bangladesh,2010-2024,4,4,39,34,13,8.50,0,0,19,74.1,16905,68.69,27,709,82.32,75.78,34,84,3,43,25.71,347,46.14,8.52,21.89,2/17,4247,41,2
Ibrahim Sesay (SLE),West Indies,2000-2021,6,6,36,34,11*,8.50,0,0,13,129.89,8166,51.98,237,1319,86.23,85.05,31,286,15,26,50.02,482,13.34,6.16,35.25,3/12,1116,22,7
B Jerkovic (CRT),Bangladesh,2014-2021,9,7,17,34,11*,17.00,0,0,0,93.87,8155,36.24,334,642,74.73,82.0,35,51,24,71,71.94,193,24.86,3.53,24.3,7/39,1449,3,6
Kabir Khan (PAK),Sri Lanka,2015-2023,14,10,34,34,10,8.50,0,0,6,98.86,19341,51.32,77,692,78.5,76.11,32,39,14,28,64.93,339,16.14,9.49,34.97,6/24,883,39,6
E Kubwimana (RWN),Afghanistan,2010-2021,27,18,0,34,8*,3.09,0,0,3,97.07,12520,43.52,287,270,85.72,54.7,43,185,43,35,82.67,549,49.19,7.34,28.68,6/23,2999,20,5
AS Luseno (KENYA),South Africa,1980-2021,10,9,40,34,16*,17.00,0,0,15,118.94,4628,31.4,429,1893,77.17,96.36,22,219,8,96,84.46,277,39.69,5.45,28.04,6/26,929,17,9
W McClintock (IRE),Afghanistan,1981-2024,5,4,26,34,15*,11.33,0,0,13,94.49,7605,44.91,373,976,70.83,89.34,24,63,25,81,37.52,34,49.94,4.54,55.89,1/41,1872,34,4
CA Merry (WI),New Zealand,2006-2021,2,4,30,34,13,8.50,0,0,16,81.56,13561,55.38,390,986,50.29,61.51,4,81,9,49,34.8,446,30.78,4.11,35.27,1/13,1017,38,3
Mohamed Coulibaly (Mali),West Indies,2008-2023,13,12,19,34,6,2.83,0,0,3,78.03,12025,33.9,230,1957,86.59,91.97,23,152,15,6,73.36,280,10.37,9.58,27.72,5/24,1799,44,6
Mohammad Aslam (PAK),New Zealand,2002-2021,1,2,29,34,18,17.00,0,0,19,99.84,4788,50.98,15,1826,90.94,86.89,2,270,31,47,45.7,255,38.73,9.48,49.45,5/28,357,49,3
Mohammad Talha (PAK),Afghanistan,1980-2024,7,6,16,34,19,6.80,0,0,12,147.17,12550,49.52,218,598,50.19,85.04,1,280,14,17,87.28,386,47.99,9.86,23.98,2/11,4282,35,8
Muhammad Wafiq (MAS),Sri Lanka,2006-2024,32,13,23,34,12,3.77,0,0,12,102.36,11882,69.99,194,864,74.14,67.44,45,34,34,91,20.47,124,42.87,6.65,26.25,4/50,760,14,1
Munim Shahriar (BAN),India,2009-2021,5,5,22,34,17,6.80,0,0,6,114.39,13865,30.26,49,1308,93.83,63.7,26,172,8,95,70.16,350,48.93,3.84,35.52,7/26,2168,3,7
PJ Petherick (NZ),South Africa,1985-2022,6,11,23,34,13,4.85,0,0,9,97.73,9565,65.42,40,300,56.78,84.43,40,47,43,52,44.84,350,26.69,8.05,38.07,7/12,444,46,1
Rhys Burinaga (PHI),New Zealand,2013-2022,7,7,30,34,9,5.66,0,0,4,128.36,10487,50.37,120,1537,78.89,64.79,13,298,35,72,38.62,515,10.99,3.91,28.39,3/42,482,33,0
Shadnan Khan (Aut),South Africa,1980-2022,5,4,45,34,22,8.50,0,0,16,66.46,3251,49.66,322,203,92.7,70.45,3,213,13,42,88.47,408,25.13,9.88,26.35,1/36,3962,8,1
MM Sharma (IND),Pakistan,1992-2022,34,11,2,34,11,8.50,0,0,15,129.51,12475,30.25,218,1663,59.1,51.08,35,240,48,0,49.03,385,14.61,7.63,22.65,6/29,2086,13,4
Sinan Khan (GRC),England,1993-2022,4,4,12,34,11,8.50,0,0,2,76.9,16801,23.22,152,456,64.8,55.04,6,275,0,50,73.47,267,20.82,7.62,21.91,1/39,199,43,2
TT Smart (HKG),India,1996-2024,2,2,26,34,25,17.00,0,0,6,118.22,14454,45.37,472,833,56.64,71.04,40,167,2,24,81.01,186,36.12,8.85,45.89,2/15,3402,37,3
Swann Htet Ko Ko (MYAN),South Africa,2010-2024,9,9,19,34,11,5.66,0,0,5,90.55,2114,66.85,173,1198,88.54,81.31,30,180,6,66,38.71,486,25.21,8.51,24.67,7/35,837,20,6
W Viraliliu (VAN),New Zealand,1997-2021,10,7,49,34,13*,8.50,0,0,1,81.04,1277,30.57,232,1577,97.09,74.45,21,84,34,86,71.43,89,18.45,4.72,20.2,3/17,3594,22,3
KIW Wijegunawardene (SL),West Indies,2009-2024,28,16,35,34,8*,3.40,0,0,13,148.28,1205,45.21,147,238,52.37,94.24,37,126,5,35,52.5,91,27.45,5.43,46.12,6/35,3760,16,9
OR Willis (CAY),West Indies,2020-2021,8,7,34,34,15,4.85,0,0,8,109.15,12166,41.96,442,607,92.85,93.06,18,27,15,0,69.62,599,38.93,8.77,30.54,7/27,2003,27,9
RA Abolarin (NGA),New Zealand,2003-2023,10,5,11,33,20*,16.50,0,0,14,135.24,8093,39.75,238,946,84.81,66.12,23,290,43,92,44.21,209,26.2,7.21,51.3,6/39,2533,46,1
A Ahmadhel (BUL),West Indies,1984-2023,12,8,42,33,15,4.71,0,0,18,136.82,14751,34.3,463,983,83.74,90.4,12,177,7,7,84.63,20,39.16,6.22,24.07,6/19,4811,15,2
T Armitage (ENG),England,1999-2022,2,3,14,33,21,11.00,0,0,8,115.64,14116,24.78,160,187,54.21,64.73,13,129,37,32,23.06,139,19.49,4.83,40.91,5/47,4842,39,5
DL Brangman (BER),Bangladesh,1992-2024,16,7,44,33,23*,11.00,0,0,2,146.0,12434,60.19,25,1862,81.68,69.48,1,268,28,4,56.13,48,38.02,7.29,34.65,7/41,2723,25,7
AW Briscoe (SA),Afghanistan,2004-2023,2,3,14,33,16,11.00,0,0,4,77.26,5973,34.55,179,536,80.8,69.78,31,180,14,10,57.19,107,24.03,3.77,21.96,1/41,3881,6,3
HT Davis (NZ),Pakistan,1998-2021,16,13,20,33,8*,6.60,0,0,1,80.91,15220,20.36,462,1753,83.02,71.05,17,239,13,15,88.51,25,34.75,6.9,37.82,2/46,3154,17,2
Farhan Adil (PAK),Afghanistan,2001-2021,1,2,36,33,25,16.50,0,0,14,137.65,11766,29.88,362,492,81.84,76.58,25,69,29,85,22.6,35,13.64,3.26,10.98,4/16,3425,1,4
Fazalhaq Farooqi (AFG),Afghanistan,2017-2023,76,29,18,33,6*,4.12,0,0,7,78.24,15611,37.17,378,1088,86.17,75.57,30,194,12,85,26.04,224,38.34,4.42,48.23,2/10,481,14,5
AJ Fothergill (ENG),Sri Lanka,2004-2023,2,2,34,33,32,16.50,0,0,7,93.65,13506,41.33,197,1926,88.45,87.62,31,260,37,19,39.21,510,35.19,6.43,13.88,5/43,4181,37,6
T Gibbons (BER),England,1980-2021,2,2,32,33,33,16.50,0,0,15,145.09,17349,20.25,201,870,70.93,86.59,21,109,47,73,55.39,557,29.41,8.55,49.67,4/45,2845,17,7
JAM Henri (PORT),West Indies,2020-2023,5,3,37,33,25*,16.50,0,0,3,89.46,8182,47.24,168,1662,81.28,94.6,15,296,35,82,59.42,377,49.99,6.09,10.85,2/15,4819,29,6
Israr Ali (PAK),West Indies,1990-2022,4,8,29,33,10,4.71,0,0,10,86.94,15903,21.79,141,1803,73.19,76.58,37,261,16,16,64.92,390,40.92,8.63,59.98,4/15,464,47,7
Izatullah Dawlatzai (AFG/GER),Afghanistan,1994-2023,21,7,5,33,24*,11.00,0,0,15,109.92,17055,26.37,236,845,98.23,96.16,12,125,16,26,32.97,104,34.58,5.62,56.13,3/18,3710,30,2
ME Leoela (LES),India,2001-2024,16,14,11,33,11,3.66,0,0,16,137.36,14684,45.43,357,220,88.59,63.54,8,143,38,38,52.58,477,15.22,4.2,46.75,6/29,3592,35,7
ZB Lion-Cachet (NED),West Indies,2019-2023,4,4,15,33,14,8.25,0,0,6,127.01,11627,33.11,225,783,84.65,64.94,6,294,24,16,68.47,59,48.85,3.63,55.6,2/10,2765,49,1
MJ Macaulay (SA),England,2015-2023,1,2,5,33,21,16.50,0,0,19,94.63,11385,36.05,290,1105,81.72,86.31,17,201,10,38,40.75,229,18.59,6.29,32.35,7/18,3765,39,9
RJ McCurdy (AUS),West Indies,2004-2023,11,6,11,33,13*,8.25,0,0,16,90.2,9312,64.68,411,1892,82.45,71.46,10,34,28,52,89.63,588,41.9,4.5,46.6,6/40,2922,29,2
Mustapha Yusuf (NGA),Bangladesh,2017-2023,5,4,39,33,16,16.50,0,0,9,85.55,7486,48.14,226,1128,82.63,70.49,42,144,36,38,76.29,337,22.99,9.92,17.9,7/21,4492,34,9
J Newman (NZ),Bangladesh,2012-2021,3,4,43,33,19,8.25,0,0,19,142.8,1019,56.64,410,594,91.74,90.95,28,183,8,88,69.55,337,15.43,3.88,23.19,3/15,3570,25,2
R Nil (SEY),Sri Lanka,1999-2024,4,2,30,33,19,16.50,0,0,7,67.24,2953,42.65,404,1332,99.27,66.27,25,292,20,56,87.53,217,11.99,9.84,29.17,1/49,1898,2,0
Ousman Bah (GMB),India,1996-2021,11,10,16,33,8*,4.71,0,0,6,86.39,7745,39.8,196,1189,58.34,60.65,44,193,4,64,62.28,362,24.27,6.78,22.85,7/42,835,2,5
I Pandey (NEP),Australia,1986-2023,4,4,17,33,22,8.25,0,0,3,129.77,7913,66.99,382,484,78.19,72.91,13,136,16,79,59.31,78,30.82,6.16,17.03,1/38,595,19,1
GE Peckover (ZIM),Bangladesh,2003-2023,3,3,29,33,16*,16.50,0,0,11,73.93,7264,34.87,221,149,69.03,93.28,32,202,15,89,88.57,122,18.66,8.98,26.36,6/30,2225,16,2
PARP Perera (SL),South Africa,1989-2024,2,2,26,33,33,16.50,0,0,11,88.44,13242,38.95,415,1572,50.56,65.04,34,187,5,51,43.11,278,12.52,4.99,51.43,1/48,3088,21,0
K Piet (BOT),Sri Lanka,1992-2024,20,11,2,33,6*,6.60,0,0,5,84.57,11728,20.81,261,476,51.75,87.79,20,273,11,49,40.76,107,25.78,6.79,39.37,3/33,443,45,9
P Pustoslemsek (SVN),England,2001-2023,4,4,17,33,21,8.25,0,0,2,116.48,1082,52.62,287,1179,55.18,64.9,46,269,43,4,77.48,129,23.19,4.55,25.21,7/28,1565,7,3
S Ramakrishnan (CZK-R),England,2020-2021,6,4,35,33,15,8.25,0,0,15,149.73,11668,26.8,271,1991,94.32,57.09,40,109,4,35,24.29,193,33.23,3.87,16.68,2/37,140,49,6
KM Rangnekar (IND),India,2012-2021,3,6,33,33,18,5.50,0,0,19,109.56,12017,38.27,247,549,72.55,57.67,4,268,8,58,46.04,15,12.88,6.06,27.06,1/13,626,20,2
DW Richardson (ENG),Bangladesh,2002-2021,1,1,17,33,33,33.00,0,0,15,78.17,3394,44.16,498,1288,58.86,68.2,15,227,26,19,23.5,432,49.94,5.37,46.84,2/45,3751,10,0
RJMGM Rupasinghe (SL),India,1986-2022,2,2,0,33,18,16.50,0,0,5,60.95,15208,31.0,450,1967,54.97,77.58,13,225,48,37,23.34,539,46.76,9.72,45.5,6/48,3578,47,5
Simandeep Singh (HKG),Pakistan,2018-2024,8,8,35,33,14*,5.50,0,0,16,134.52,856,23.31,74,506,68.49,62.56,35,195,34,96,72.88,233,13.9,3.85,52.46,5/21,1862,5,3
TPB Smith (ENG),Australia,2018-2022,4,5,29,33,24,6.60,0,0,4,85.44,14855,48.65,346,1392,95.07,98.02,30,115,25,93,75.87,78,18.68,9.36,50.79,3/43,3760,36,2
Vizianagram (IND),Pakistan,1987-2021,3,6,24,33,19*,8.25,0,0,18,143.47,13940,28.74,45,1222,56.28,64.78,24,129,33,49,57.49,291,46.05,4.57,41.93,6/19,1351,30,6
Waqar Zalmai (Aut),Sri Lanka,1991-2022,10,3,46,33,17,11.00,0,0,17,65.66,17126,52.15,216,1216,72.95,65.8,11,141,30,89,77.17,539,43.11,3.07,24.21,5/25,621,15,4
AA Westphal (Mex),Afghanistan,2012-2023,5,5,28,33,24,6.60,0,0,11,121.07,17331,42.67,85,257,56.66,50.25,32,45,49,30,22.02,278,12.35,4.06,17.58,1/42,610,38,7
S Williams (SLE),India,1987-2024,11,7,22,33,22*,16.50,0,0,3,78.44,12618,41.01,135,74,75.05,85.48,3,61,0,80,70.37,194,30.43,3.23,15.24,6/30,3341,15,3
Aftab Kayani (ROM),Afghanistan,2001-2023,8,3,34,32,20,10.66,0,0,13,130.74,12156,64.9,163,1689,99.09,88.16,47,249,44,13,50.35,558,21.79,4.72,14.47,7/36,1017,36,2
Ali Dawood (BHR),Sri Lanka,2016-2023,22,9,27,32,8,6.40,0,0,4,67.63,18268,33.03,287,1130,81.74,93.26,37,110,49,18,73.43,527,36.0,6.16,47.17,3/17,4700,18,5
