player_name,country,years_active,matches,innings,not_outs,runs,high_score,batting_average,hundreds,fifties,ducks,batting_strike_rate,balls_faced,boundary_%,sixes_hit,fours_hit,consistency_score,player_impact_score,man_of_the_match_awards,catches_taken,stumpings,run_outs,matches_won_contribution_(%),bowling_wickets,bowling_average,bowling_economy_rate,bowling_strike_rate,best_bowling_figures,overs_bowled,five-wicket_hauls,ten-wicket_hauls,strike_rate
M Aboagye (GHA),England,1989-2022,14,13,0,99,24,8.25,0,0,7,141.52,3248,58.94,403,884,67.25,92.45,16,92,15,94,87.6,155,35.26,9.22,37.21,2/32,2223,6,0,707.1428571428571
Amar Naeem (Aut),South Africa,1988-2024,8,7,23,99,46*,19.80,0,0,2,85.37,6200,50.31,79,1481,95.38,95.41,34,247,43,53,85.71,407,42.51,7.31,20.39,4/29,2460,32,4,1237.5
R de Swardt (SA),South Africa,2000-2024,2,4,39,99,64,33.00,0,1,1,76.56,6474,46.43,152,1422,51.95,69.0,26,285,1,12,57.05,81,44.39,5.99,58.35,6/46,4419,21,7,4950.0
BR Dunk (AUS),South Africa,2013-2024,5,5,3,99,32,19.80,0,0,19,82.11,15189,38.22,98,1076,86.92,96.65,45,63,5,96,89.95,360,30.13,8.33,44.34,4/13,3274,7,4,1980.0
HA Furlonge (WI),Afghanistan,1996-2023,3,5,25,99,64,19.80,0,1,7,95.08,19016,56.66,269,1002,99.03,65.51,4,237,7,55,72.41,477,15.43,7.72,18.63,5/49,4949,12,9,3300.0
AH Gray (WI),West Indies,2020-2023,30,19,19,99,12*,8.25,0,0,17,73.41,1538,41.6,444,1614,67.7,51.31,18,236,26,4,43.59,44,16.79,7.54,19.8,3/19,1324,6,2,330.0
SMS Kaluperuma (SL),Sri Lanka,2012-2023,6,10,10,99,23,9.90,0,0,5,119.76,6393,68.65,323,1649,67.23,60.58,17,271,11,74,83.8,369,19.77,7.46,51.9,3/13,3513,34,9,1650.0
Mohammad Tauqir (UAE),Sri Lanka,1980-2021,14,11,6,99,55,12.37,0,1,14,128.47,5435,55.61,69,310,85.43,93.38,12,269,10,42,20.74,190,27.38,8.88,35.36,3/19,4548,38,4,707.1428571428571
Muhammad Umar (KUW),Afghanistan,2017-2021,11,7,30,99,30*,19.80,0,0,19,79.37,18103,65.05,276,1592,84.28,56.57,36,107,34,13,39.85,441,16.93,4.3,39.23,3/34,4540,17,2,900.0
Musaddiq Ahmed (GER),West Indies,2011-2024,4,4,9,99,48,24.75,0,0,8,132.25,899,31.04,282,621,77.56,80.56,25,85,0,18,39.02,289,45.06,5.69,21.81,4/13,760,14,9,2475.0
N Oldfield (ENG),India,2011-2024,1,2,19,99,80,49.50,0,1,8,98.36,16728,32.03,128,570,87.23,81.79,14,131,8,46,72.63,497,16.68,4.65,35.32,6/32,1737,8,5,9900.0
Robiul Islam (BAN),South Africa,1980-2023,13,18,29,99,33,9.00,0,0,8,101.53,9922,57.86,206,865,78.22,54.82,14,182,35,10,46.19,67,44.62,4.1,35.8,3/30,1315,47,9,761.5384615384615
Salvin Stanly (CAM),South Africa,1996-2022,13,12,3,99,25*,9.90,0,0,15,77.32,11324,68.97,129,1928,91.89,95.7,13,44,39,63,43.16,599,14.51,6.36,19.73,7/30,2969,21,2,761.5384615384615
R Vinay Kumar (IND),India,2014-2024,41,16,32,99,27*,9.00,0,0,7,100.18,6681,48.55,445,98,63.27,66.82,18,53,27,23,37.74,224,45.96,4.85,30.68,4/28,4044,39,9,241.46341463414635
Azam Khalil (SWE),England,2008-2024,9,7,39,98,29,14.00,0,0,16,130.41,1954,27.35,104,1347,60.88,69.31,29,192,14,93,89.7,534,13.36,8.91,48.41,1/34,2897,49,9,1088.888888888889
DCC Borden (BER),India,2015-2021,12,11,43,98,24,14.00,0,0,13,105.56,14304,43.77,476,981,83.14,95.09,26,35,10,19,46.36,499,39.96,3.6,28.88,5/42,4406,11,2,816.6666666666666
CM Christiani (WI),West Indies,2005-2023,4,7,12,98,32*,19.60,0,0,2,141.58,12873,29.24,200,706,77.32,86.53,28,198,36,89,71.22,229,32.2,8.37,49.48,1/20,2271,41,5,2450.0
WM Clark (AUS),New Zealand,2019-2024,12,19,8,98,33,5.76,0,0,11,94.39,12097,31.29,349,1799,80.05,62.11,36,20,31,69,87.03,492,44.37,4.67,13.59,5/32,635,12,5,816.6666666666666
Gaurav Tiwari (INA),West Indies,1980-2024,10,10,31,98,25,10.88,0,0,7,82.97,13889,29.05,341,1649,74.71,89.02,25,205,48,55,36.28,390,25.13,8.61,59.36,4/12,777,20,5,980.0000000000001
SR Gillespie (NZ),Afghanistan,1988-2021,20,12,9,98,28,14.00,0,0,2,109.89,5991,38.59,410,1603,67.74,66.31,29,294,37,76,65.39,0,13.37,9.9,13.55,7/40,4892,22,6,490.00000000000006
ELG Hoad (WI),Afghanistan,1982-2024,4,8,39,98,36,12.25,0,0,10,82.05,3733,62.5,17,549,99.52,71.41,13,75,42,44,24.56,373,20.32,9.63,54.04,7/18,2247,41,6,2450.0
Ilyas Ataullah (TKY),West Indies,2009-2021,12,11,42,98,26*,10.88,0,0,17,141.49,3875,51.06,317,886,95.38,96.01,45,77,20,9,72.28,437,25.39,7.48,10.71,3/21,1865,20,8,816.6666666666666
Irfan Bhima (MWI),West Indies,2000-2021,4,4,5,98,52,24.50,0,1,13,64.9,2250,49.74,403,81,96.56,82.37,39,210,33,87,29.58,300,11.74,7.39,59.86,6/27,134,7,2,2450.0
I Maraj (CAN),Sri Lanka,2004-2021,6,6,28,98,53*,19.60,0,1,10,60.27,4790,66.95,445,526,99.07,84.85,32,255,7,17,70.25,410,26.1,6.16,26.99,2/38,2563,18,4,1633.3333333333333
Mohammad Ishaq (UAE),Sri Lanka,1980-2022,5,5,0,98,51*,24.50,0,1,19,126.46,6115,64.43,202,203,63.78,77.1,43,120,15,40,38.5,148,17.91,4.45,22.19,4/35,1629,10,7,1960.0000000000002
IAR Peebles (ENG),Sri Lanka,2001-2021,13,17,13,98,26,10.88,0,0,12,66.51,10214,44.5,19,1954,66.71,82.52,25,224,41,58,45.48,48,48.44,5.19,58.51,2/36,3850,17,1,753.8461538461538
Shabbir Ahmed (PAK),South Africa,2008-2023,43,26,38,98,24*,6.12,0,0,14,94.52,5503,50.77,33,690,71.58,91.19,13,15,44,8,45.12,81,29.11,3.68,23.06,2/19,2448,43,5,227.90697674418604
Aftab Baloch (PAK),England,1998-2022,2,3,20,97,60*,48.50,0,1,15,75.31,12616,38.11,448,528,83.27,57.86,48,258,39,71,39.47,432,43.97,4.08,47.79,2/45,3969,33,5,4850.0
GG Alta (TKY),Pakistan,1990-2021,8,8,0,97,28,12.12,0,0,17,130.05,17590,26.35,220,1720,63.0,56.33,21,290,14,74,75.39,351,15.47,9.18,37.19,2/39,2587,6,4,1212.5
Amir Ali (OMA),India,2015-2023,10,8,37,97,32*,19.40,0,0,7,65.1,4418,48.4,263,1108,74.61,57.61,25,216,35,44,86.43,133,23.99,6.43,55.87,4/21,226,20,8,969.9999999999999
CE Eksteen (SA),West Indies,1999-2023,13,13,30,97,22,10.77,0,0,12,122.34,12903,67.27,201,441,91.44,94.43,46,52,28,60,47.16,180,40.99,4.21,43.71,1/18,4936,14,9,746.1538461538462
RJ Hatchman (GIBR),South Africa,2019-2023,16,12,35,97,32,8.81,0,0,9,115.8,19673,57.04,188,1712,96.46,96.22,18,134,31,7,20.36,396,39.51,6.67,15.17,7/23,2067,41,5,606.25
AL Kandappah (CAN),Afghanistan,2010-2023,2,2,18,97,69*,97.00,0,1,6,111.07,17362,45.98,112,818,98.78,92.99,34,147,2,3,88.92,487,28.51,4.44,41.62,1/41,1039,24,4,4850.0
Manzoor Akhtar (PAK),South Africa,2013-2024,7,4,10,97,44,24.25,0,0,14,112.62,842,33.82,374,122,56.4,73.98,34,155,47,48,41.06,89,30.67,7.67,41.47,7/49,1581,3,0,1385.7142857142858
Muhammad Kaleem (UAE),New Zealand,2006-2021,9,9,29,97,50,10.77,0,1,13,81.86,11074,37.9,165,589,77.16,58.11,7,270,14,39,56.44,458,14.06,4.76,40.17,1/24,1803,35,6,1077.7777777777778
GAE Paine (ENG),New Zealand,2018-2023,4,7,6,97,49,16.16,0,0,12,113.03,19742,66.92,152,164,78.24,88.57,34,294,25,61,20.52,263,33.06,9.69,46.26,2/40,1956,46,5,2425.0
Sajad Ahmadzai (Belg),Pakistan,2014-2022,17,12,33,97,26*,13.85,0,0,7,65.93,11322,35.26,92,683,85.74,57.94,36,179,8,94,61.54,120,37.2,5.64,26.25,3/30,3255,1,6,570.5882352941177
JF Smith (SA),Sri Lanka,1991-2023,3,3,17,97,91,48.50,0,1,14,128.09,17331,59.36,437,1526,66.52,91.26,18,85,12,59,26.42,310,29.0,9.67,25.06,6/35,1955,14,3,3233.3333333333335
Tejwinder Singh (CYP),South Africa,2011-2024,11,9,1,97,22*,12.12,0,0,2,100.74,7243,51.79,433,1967,52.59,83.73,39,27,31,22,86.13,558,41.3,8.33,23.43,3/26,4302,37,1,881.8181818181819
LF Townsend (ENG),West Indies,1998-2023,4,6,25,97,40,16.16,0,0,10,107.24,11498,62.38,407,1170,60.55,54.87,12,149,14,39,79.04,89,42.33,8.05,26.87,7/20,2243,37,3,2425.0
RA Tripathi (IND),Sri Lanka,2013-2021,5,5,22,97,44,19.40,0,0,15,138.05,16205,62.49,231,741,61.99,91.07,30,114,27,2,89.7,495,19.39,7.65,58.21,1/33,1964,0,1,1939.9999999999998
GD Varnals (SA),South Africa,2004-2021,3,6,43,97,23,16.16,0,0,11,102.75,18044,25.93,134,1016,71.52,57.72,33,63,18,39,53.01,6,13.89,8.24,17.31,3/27,2694,15,3,3233.3333333333335
NR Welch (ZIM),England,2002-2021,7,7,35,97,25,13.85,0,0,18,136.32,649,31.7,160,376,66.84,50.83,10,200,12,84,23.01,332,20.97,3.69,16.33,6/50,3809,27,5,1385.7142857142858
Azhar Hossain (BAN),New Zealand,2012-2024,7,7,31,96,54,13.71,0,1,0,147.06,923,36.1,222,422,77.42,84.78,48,141,13,48,79.34,235,43.18,5.97,10.22,6/34,3715,3,7,1371.4285714285713
Y Cariah (WI),South Africa,1993-2024,16,9,12,96,52,16.00,0,1,6,109.0,3286,20.71,81,471,51.79,55.59,28,123,17,45,60.92,198,38.34,7.09,48.02,4/11,229,1,3,600.0
ML Castillo (Blz),England,1991-2021,5,5,48,96,59,19.20,0,1,0,106.23,18064,34.51,15,1235,50.07,50.24,5,182,46,97,75.46,52,26.79,4.01,15.97,2/14,4789,7,8,1920.0
L Denny (COK),Australia,1994-2022,12,7,35,96,45,16.00,0,0,13,101.13,2649,30.44,43,1807,73.91,87.5,4,273,29,86,32.42,84,49.9,8.22,39.61,2/32,718,49,9,800.0
DV Dyer (SA),Bangladesh,1995-2022,3,6,47,96,62,16.00,0,1,16,81.71,5426,66.52,318,742,59.77,98.01,48,110,9,22,25.08,286,12.78,4.35,31.51,4/17,4952,35,0,3200.0
DR Gilbert (AUS),South Africa,2010-2023,23,20,46,96,15,7.38,0,0,15,114.15,19820,26.89,110,240,82.05,92.6,48,13,18,64,88.2,333,24.7,4.76,35.72,2/15,4837,6,2,417.39130434782606
RD Jackman (ENG),West Indies,1984-2024,19,15,0,96,17,6.85,0,0,16,107.03,5768,55.73,451,748,70.73,57.72,39,114,31,99,26.1,219,21.05,6.54,13.65,6/16,877,0,6,505.2631578947368
Jassim Khan (QAT),Australia,1981-2023,8,6,2,96,31*,24.00,0,0,17,142.8,2266,65.29,441,590,84.3,70.63,43,29,42,57,59.84,411,49.61,8.16,31.13,7/10,1828,18,1,1200.0
JNT Seales (WI),Pakistan,1998-2022,30,30,29,96,16*,5.33,0,0,13,81.1,18420,32.25,98,746,70.98,55.82,17,294,11,77,51.56,305,29.06,5.4,20.47,7/37,4553,45,5,320.0
G MacGregor (ENG),England,2000-2024,8,11,0,96,31,12.00,0,0,4,127.52,8314,21.17,329,816,60.82,88.96,18,181,30,37,23.67,451,20.59,4.49,29.8,2/21,4203,28,1,1200.0
CT Mumba (ZIM),West Indies,2006-2021,19,16,29,96,25,9.60,0,0,8,135.89,12206,37.6,130,506,81.33,93.68,24,10,30,1,25.35,321,19.31,3.39,45.0,3/32,666,27,4,505.2631578947368
Niv Nagavkar (ISR),Australia,2009-2024,9,7,19,96,25,13.71,0,0,10,87.23,6095,65.92,424,1167,92.47,55.96,49,197,49,68,58.07,10,16.91,6.03,30.57,2/31,1513,28,2,1066.6666666666665
WV Rodriguez (WI),Bangladesh,1989-2021,5,7,26,96,50,13.71,0,1,12,124.83,12034,29.8,137,1214,87.67,93.98,36,297,12,76,70.93,199,28.29,4.56,48.29,1/38,2905,1,3,1920.0
Usman Shahid (Fran),West Indies,2013-2024,4,4,9,96,64,24.00,0,1,7,77.38,11584,34.56,489,267,75.86,73.25,3,147,7,65,66.8,474,15.09,8.63,37.11,6/47,2709,1,0,2400.0
Shahzaib Jamil (QAT),Afghanistan,2016-2021,6,6,11,96,38,16.00,0,0,11,115.42,4389,68.84,242,1831,93.45,81.09,36,18,46,74,43.63,505,47.58,8.37,44.92,6/29,4005,43,6,1600.0
VH Stollmeyer (WI),Australia,1983-2024,1,1,40,96,96,96.00,0,1,19,145.63,10014,63.64,389,872,70.21,89.07,3,99,10,89,69.81,299,48.0,3.45,32.33,7/20,201,10,0,9600.0
A Yon (STHEL),Australia,2011-2024,7,5,3,96,58,19.20,0,1,14,126.37,13578,29.65,291,295,93.31,71.05,8,237,19,84,33.71,348,45.26,9.68,37.74,2/42,291,10,1,1371.4285714285713
Abdullah Khan Lodhi (TKY),West Indies,2015-2023,4,4,1,95,36,23.75,0,0,19,82.95,2842,56.61,62,740,63.29,53.79,10,193,19,41,47.64,269,30.59,6.72,22.93,1/47,2237,46,9,2375.0
C Bogdanos (GRC),New Zealand,2008-2021,6,6,7,95,39*,23.75,0,0,6,65.42,19832,48.71,453,1526,82.76,81.83,5,161,36,55,66.36,532,42.05,7.34,17.07,3/38,2833,20,3,1583.3333333333335
VR Brown (NZ),India,2014-2021,5,6,4,95,36*,19.00,0,0,2,101.67,14814,63.13,187,1832,67.15,70.22,38,16,29,63,28.05,364,41.83,8.89,44.72,5/14,3783,12,1,1900.0
BKB Corbin (CAY),South Africa,2003-2021,7,7,20,95,34,15.83,0,0,5,71.54,11878,25.66,117,1246,79.67,65.39,22,75,15,55,88.03,382,25.14,6.1,19.16,4/47,1529,25,5,1357.142857142857
D Daesrath (CAN),Sri Lanka,1981-2022,5,3,21,95,40,31.66,0,0,14,107.42,2178,63.45,284,1234,99.86,97.66,40,158,44,33,20.39,359,28.6,7.12,52.12,1/21,3662,7,1,1900.0
P Dakainivanua (Fiji),New Zealand,1980-2022,10,9,48,95,39*,13.57,0,0,18,111.94,16392,42.33,419,1008,60.03,94.63,30,120,23,74,65.78,348,46.9,4.98,24.76,2/11,4700,38,6,950.0
WW Daniel (WI),Afghanistan,1996-2024,28,16,13,95,16*,11.87,0,0,15,70.56,4977,27.08,178,1087,84.74,59.8,14,245,9,2,53.92,570,27.22,7.26,35.32,5/15,1864,3,3,339.2857142857143
Z Hoque (THA),England,1992-2021,7,7,39,95,23*,15.83,0,0,5,94.7,7392,38.27,218,55,51.43,63.87,43,226,30,37,49.15,121,32.01,6.42,25.85,2/31,2442,41,6,1357.142857142857
Javed Maroofkhail (NOR),New Zealand,2014-2022,14,11,7,95,27*,11.87,0,0,0,93.61,14812,57.61,285,483,79.38,77.09,47,149,20,38,46.59,295,19.76,4.82,52.27,1/14,4665,42,9,678.5714285714286
HDG Leveson Gower (ENG),England,1983-2024,3,6,27,95,31,23.75,0,0,1,82.09,8599,35.67,367,1914,68.92,73.56,6,113,49,95,78.88,396,46.46,7.52,52.15,7/49,398,42,2,3166.666666666667
WL Madsen (ITA),Sri Lanka,2005-2022,4,4,17,95,52,23.75,0,1,7,127.55,7897,38.08,39,723,78.71,69.75,7,276,33,67,55.53,201,17.16,5.78,21.58,3/40,1780,38,2,2375.0
H Osinde (CAN),Afghanistan,2020-2021,53,34,47,95,21*,5.00,0,0,7,100.43,5987,62.82,140,1865,52.78,60.93,12,240,43,6,84.75,319,11.73,9.7,43.35,6/47,2148,8,3,179.24528301886792
Shehzad Patel (SWA/SWZ),Australia,2016-2021,9,9,11,95,30*,13.57,0,0,15,127.65,12472,62.1,146,105,61.28,84.77,3,252,47,66,54.94,548,24.46,9.44,34.05,7/27,3876,24,9,1055.5555555555554
DM Smith (ENG),Sri Lanka,2005-2022,4,6,38,95,47,19.00,0,0,11,137.43,17056,37.08,211,1069,57.63,78.2,16,200,37,82,28.41,431,10.24,3.67,27.94,6/22,2589,25,8,2375.0
Tarun Sharma (SVN),England,2014-2023,5,5,29,95,38,19.00,0,0,10,121.73,3254,45.54,231,1264,75.62,72.37,12,246,23,71,27.66,532,19.71,7.63,33.61,5/20,4117,16,8,1900.0
KL Tucker (BER),West Indies,1989-2023,12,12,49,95,34,9.50,0,0,8,118.07,13961,60.23,381,1888,80.48,95.78,35,189,25,64,82.75,219,23.95,6.61,59.13,4/27,2471,48,4,791.6666666666667
J Tuffin (PHI),Pakistan,2017-2022,7,7,14,95,32*,31.66,0,0,9,137.73,2260,37.96,66,1388,71.97,85.24,36,135,7,29,66.73,331,39.68,4.35,46.95,3/42,2272,46,7,1357.142857142857
M Vandrasi (CZK-R),Sri Lanka,1991-2023,4,4,38,95,42*,47.50,0,0,11,66.0,6255,66.27,398,1937,65.67,58.27,21,248,14,33,25.14,35,12.0,4.21,53.15,1/40,2920,9,7,2375.0
BM Wheeler (NZ),Pakistan,2000-2024,12,8,11,95,39*,47.50,0,0,8,108.84,19822,35.9,189,768,93.25,72.56,26,208,0,1,35.95,349,34.17,6.29,46.6,1/39,1124,2,8,791.6666666666667
Zaid Soulat (BUL),South Africa,1983-2021,6,5,41,95,44*,31.66,0,0,11,68.89,11193,57.09,487,1339,58.68,92.24,10,252,3,7,53.26,33,24.26,6.13,14.8,6/37,859,20,0,1583.3333333333335
Asrar Ahmed (GRC),South Africa,2002-2021,7,5,1,94,38,31.33,0,0,6,65.96,16985,29.92,448,639,98.4,88.17,24,84,2,70,40.35,6,11.46,4.29,52.38,2/15,2527,36,6,1342.857142857143
Jordan O'Brien (FIN),England,2020-2023,13,12,31,94,22,7.83,0,0,14,114.12,13844,37.23,327,1121,82.71,72.01,16,210,45,24,73.26,305,10.17,3.36,35.32,7/24,1249,2,0,723.0769230769231
RT Lyons (SCOT),Pakistan,2000-2021,27,16,44,94,28,15.66,0,0,11,127.02,12986,20.41,215,196,97.14,51.79,41,222,49,31,80.26,339,37.65,7.33,22.59,4/21,902,22,4,348.14814814814815
Hon.A Lyttelton (ENG),India,1981-2023,4,7,0,94,31,15.66,0,0,16,127.45,13515,60.02,38,984,76.59,96.14,21,86,36,61,49.99,1,48.9,9.93,43.51,6/45,161,22,3,2350.0
GT Main (SCOT),Afghanistan,2020-2021,32,8,4,94,64*,47.00,0,1,8,148.16,5741,47.57,116,623,61.34,91.14,41,190,37,1,67.39,429,31.52,6.24,11.23,3/28,1496,32,4,293.75
RAL Massie (AUS),South Africa,1990-2023,9,9,26,94,42,13.42,0,0,0,88.27,6883,23.06,314,1019,96.95,68.27,19,201,9,33,69.14,99,12.98,6.12,11.29,3/14,1727,44,2,1044.4444444444446
Shapoor Zadran (AFG),Pakistan,1992-2021,80,40,41,94,17,5.52,0,0,2,134.72,3664,53.08,371,1639,99.84,63.28,40,35,28,94,74.78,119,43.53,7.72,42.75,6/23,4420,46,0,117.5
Taher Muhammad (SVN),New Zealand,1991-2023,10,10,23,94,42,9.40,0,0,9,93.19,7376,65.27,22,274,97.48,62.31,32,169,17,65,63.0,348,34.16,3.57,52.73,5/32,2959,45,9,940.0
K Thomson (NZ),India,1997-2021,2,4,4,94,69,31.33,0,1,18,100.47,19966,61.26,166,349,52.46,66.81,18,131,5,30,83.49,111,11.4,4.7,20.03,2/35,817,21,0,4700.0
DJ Vilas (SA),Australia,2005-2021,7,9,9,94,26,10.44,0,0,16,122.65,14381,58.02,310,1760,56.43,79.92,20,293,38,75,71.75,566,38.09,9.62,55.17,6/14,3521,27,4,1342.857142857143
MRCN Bandaratilleke (SL),Afghanistan,1992-2021,10,10,44,93,25,10.33,0,0,14,119.42,17708,59.92,370,579,95.47,66.81,19,174,41,32,21.62,41,15.22,4.86,54.03,3/46,3411,0,9,930.0000000000001
WK Bitis (CRT),New Zealand,2006-2022,9,7,6,93,32*,15.50,0,0,13,104.43,14980,29.97,416,1940,68.12,58.09,11,153,27,60,57.34,136,31.74,7.25,20.88,6/16,1551,34,9,1033.3333333333335
J Cutinho (CRC),England,1986-2021,3,3,16,93,46,31.00,0,0,14,108.88,7332,32.86,484,406,89.13,74.73,6,24,33,98,54.04,300,32.93,9.22,12.25,4/44,1335,5,6,3100.0
BCJ Cutting (AUS/World),Australia,1985-2023,11,7,5,93,29,15.50,0,0,8,64.34,9066,40.79,409,575,56.06,87.47,43,204,35,96,62.29,468,37.12,9.43,43.44,6/31,4575,45,1,845.4545454545455
S Gill (KENYA),Australia,1993-2024,6,5,19,93,47*,46.50,0,0,10,125.08,6819,32.29,113,1059,53.94,92.96,42,114,11,97,34.14,591,26.25,6.87,48.13,3/42,2114,12,7,1550.0
J Hunter (ENG),Afghanistan,2009-2023,5,7,27,93,39*,18.60,0,0,7,132.58,9404,48.79,26,1958,56.13,70.55,26,201,4,89,45.87,311,45.05,8.22,55.08,4/19,1509,11,7,1860.0000000000002
AS Kennedy (ENG),Sri Lanka,2008-2023,5,8,19,93,41*,15.50,0,0,2,66.44,1570,57.07,378,216,77.14,93.29,9,99,30,14,23.6,577,39.9,8.72,15.08,2/27,800,30,5,1860.0000000000002
Kim Daeyeon (SKOR),West Indies,1995-2021,10,10,21,93,29,10.33,0,0,11,78.32,17249,59.77,361,212,72.97,86.0,20,282,1,22,80.95,523,13.18,9.68,30.81,4/46,3418,23,7,930.0000000000001
CK Langeveldt (SA),Australia,2015-2024,87,28,46,93,12,6.64,0,0,19,61.4,17722,67.68,171,504,61.3,65.03,38,54,15,99,34.14,277,36.84,8.28,41.49,7/30,4470,7,8,106.89655172413792
A Martel (GUE),Afghanistan,2004-2022,18,10,10,93,23*,13.28,0,0,6,142.39,10803,56.2,393,1095,54.78,84.6,32,225,32,40,60.02,480,38.77,4.92,25.32,7/47,192,26,2,516.6666666666667
D Murphy (SCOT),England,1996-2022,12,11,44,93,20*,15.50,0,0,13,120.57,9037,62.24,193,1941,69.49,97.74,39,275,31,50,71.34,450,29.44,7.53,50.77,5/11,4554,34,6,775.0
Naveed Ahmed (CZK-R),India,1992-2021,38,16,7,93,21,10.33,0,0,15,79.87,13079,43.61,225,1493,99.33,98.44,39,132,33,37,56.36,117,33.41,4.34,43.54,6/44,509,0,7,244.73684210526315
PI Philpott (AUS),India,1994-2024,8,10,40,93,22,10.33,0,0,7,134.37,11724,61.52,87,127,60.61,85.29,6,241,6,76,21.78,486,37.65,8.78,24.64,3/12,1927,11,3,1162.5
Sagar Pun (NEP),New Zealand,2018-2023,10,10,4,93,20,9.30,0,0,19,122.82,16115,24.1,255,927,72.53,81.18,3,246,10,39,78.98,522,20.87,5.41,30.17,3/50,3401,24,6,930.0000000000001
SM Sharma (UAE),New Zealand,1988-2021,14,9,14,93,44,23.25,0,0,11,62.26,13564,50.64,31,390,55.86,61.26,27,14,47,25,23.06,273,16.82,7.32,14.05,5/50,4502,18,9,664.2857142857143
G Bean (ENG),Australia,2010-2023,3,5,12,92,50,18.40,0,1,5,141.4,16832,63.97,134,923,62.69,76.51,2,128,10,71,26.63,80,10.21,8.06,33.0,3/19,2440,37,2,3066.666666666667
R Dianish (MLT),Afghanistan,2002-2024,5,5,25,92,48,18.40,0,0,17,121.94,9001,27.1,11,714,58.11,51.28,21,156,36,40,53.94,32,33.8,6.74,40.24,7/42,4119,25,3,1839.9999999999998
M Faraz Akram (ZIM),Bangladesh,1991-2023,11,8,47,92,34*,23.00,0,0,8,145.09,4235,47.9,80,496,79.58,86.78,35,83,39,27,86.96,478,28.4,4.02,21.77,7/19,3066,16,6,836.3636363636364
A Kuruvilla (IND),Australia,2016-2023,35,22,28,92,35*,5.41,0,0,3,146.57,6195,42.48,256,1246,85.46,68.92,44,10,42,51,48.39,593,25.31,3.6,12.55,1/16,4716,17,4,262.85714285714283
V Mehra (UAE),Afghanistan,1993-2024,6,6,10,92,43,18.40,0,0,10,140.92,18759,24.41,14,1226,73.19,70.16,2,214,37,71,20.7,318,35.78,6.03,18.01,5/23,3918,26,8,1533.3333333333335
AG Milkha Singh (IND),New Zealand,1999-2023,4,6,34,92,35,15.33,0,0,2,112.75,13559,55.71,282,708,76.59,94.5,48,235,44,12,21.2,356,49.72,3.73,17.77,7/44,2532,9,3,2300.0
KW Richardson (AUS),Afghanistan,2014-2024,61,19,2,92,24*,10.22,0,0,8,60.37,9268,33.12,29,712,96.92,95.07,34,291,3,59,79.12,199,28.22,5.6,42.06,6/44,4432,26,3,150.81967213114754
Shafat Ali Syed (ESP),Bangladesh,2000-2021,10,7,36,92,51,13.14,0,1,16,136.22,15926,35.96,271,1676,92.55,83.73,25,241,35,94,64.45,261,35.24,3.37,20.91,2/42,4207,25,2,919.9999999999999
CB Sole (SCOT),India,1983-2022,48,21,32,92,17,6.57,0,0,14,99.53,14367,24.33,158,1175,58.6,53.24,2,60,31,57,68.79,146,43.57,7.78,47.76,7/33,1445,23,5,191.66666666666669
N Wijesekera (Aut),Pakistan,1986-2023,10,10,24,92,28,11.50,0,0,7,94.43,10080,55.99,404,1908,56.88,75.23,45,243,38,75,44.98,60,47.86,5.95,40.27,2/11,3635,34,2,919.9999999999999
Zohaib Sarwar (PORT),Australia,2007-2024,14,10,22,92,33*,13.14,0,0,3,118.12,4274,54.92,208,1792,79.33,81.25,49,109,38,13,30.58,175,42.01,5.41,27.7,3/45,3383,32,2,657.1428571428571
Aditya Panwar (EST),West Indies,1994-2022,6,4,23,91,62,30.33,0,1,7,60.74,1802,44.3,383,174,92.28,51.67,14,164,29,53,64.04,573,19.81,6.96,46.84,7/11,2955,29,3,1516.6666666666665
PS Airee (NEP),Pakistan,2003-2023,12,12,30,91,29,7.58,0,0,19,94.42,19466,64.61,283,619,86.07,74.17,33,228,41,29,39.32,360,42.35,6.21,12.02,5/16,152,34,9,758.3333333333333
Akhil Arjunan (FIN),New Zealand,2012-2024,10,9,31,91,24,11.37,0,0,1,95.69,17287,20.64,97,980,73.33,73.06,29,232,4,44,39.51,318,26.13,9.63,56.28,4/37,3186,28,6,910.0
Azmat Rana (PAK),Bangladesh,1992-2021,3,3,24,91,49,45.50,0,0,3,76.23,15438,55.14,133,1039,51.59,61.21,7,83,19,56,27.84,300,22.3,5.59,31.11,6/21,4855,13,0,3033.333333333333
WD Balaji Rao (CAN),Afghanistan,1981-2023,14,12,48,91,24,8.27,0,0,16,126.55,9351,35.26,27,1470,69.21,50.98,2,178,15,64,54.69,355,36.76,6.31,11.07,2/17,2714,34,7,650.0
JG Binks (ENG),West Indies,1985-2021,2,4,39,91,55,22.75,0,1,8,91.8,18167,55.08,261,703,76.86,51.32,34,135,28,10,47.54,518,28.67,4.47,56.07,7/47,812,33,8,4550.0
GH Bodi (SA),England,1990-2024,3,3,16,91,51,30.33,0,1,4,86.89,2234,49.06,97,767,82.62,58.82,38,186,44,70,49.3,81,31.97,5.29,41.92,4/13,4696,47,5,3033.333333333333
HC Griffith (WI),West Indies,1986-2021,13,23,9,91,18,5.05,0,0,0,143.29,9337,27.18,111,830,88.0,50.7,35,225,5,64,56.5,170,49.49,8.52,24.07,7/36,1288,6,4,700.0
